rule
d -> t / ⋊ s p e ɪ __ ⋉
æ -> a / ⋊ __ p ə ɫ ⋉
p -> b / ⋊ æ __ ə ɫ ⋉
ɹ -> ∅ / ⋊ f ɑ __ m ⋉
a -> ɒ / ⋊ t ɹ __ ʊ z ɹ̩ z ⋉
ɹ̩ -> ɹ / ⋊ t ɹ a ʊ z __ z ⋉
z -> s / ⋊ t ɹ a ʊ z ɹ̩ __ ⋉
k -> ʔ / ⋊ __ a ʊ ⋉
a -> ɒ / ⋊ k __ ʊ ⋉
p -> ʔ / ⋊ __ ɑ ɹ s ə ɫ ⋉
ɹ -> ∅ / ⋊ p ɑ __ s ə ɫ ⋉
s -> ∅ / ⋊ p ɑ ɹ __ ə ɫ ⋉
ɹ̩ -> ɹ / ⋊ b __ d ⋉
d -> t / ⋊ b ɹ̩ __ ⋉
ɹ -> ∅ / ⋊ h ɔ __ n ⋉
k -> ʔ / ⋊ __ æ t ⋉
æ -> a / ⋊ k __ t ⋉
ɡ -> k / ⋊ d ɔ __ ⋉
∅ -> ə / ⋊ __ s k ɹ u ⋉
t -> ʔ / ⋊ __ ə ŋ ⋉
e -> i / ⋊ ɹ __ ɪ ɫ ⋉
æ -> a / ⋊ h __ m ɹ̩ ⋉
ɹ̩ -> ɹ / ⋊ h æ m __ ⋉
∅ -> ə / ⋊ __ s p ə n d͡ʒ ⋉
d͡ʒ -> t͡ʃ / ⋊ s p ə n __ ⋉
p -> ʔ / ⋊ __ ɑ t ⋉
ɡ -> k / ⋊ ɫ ɛ __ ⋉
v -> f / ⋊ ɡ ɫ ə __ ⋉
t -> ʔ / ⋊ __ e ɪ b ə ɫ ⋉
e -> i / ⋊ t __ ɪ b ə ɫ ⋉
b -> β / ⋊ t e ɪ __ ə ɫ ⋉
o -> ʊ / ⋊ w ɪ n d __ ʊ ⋉
ɹ -> j / ⋊ b ɛ __ i ⋉
∅ -> ə / ⋊ __ s t ə m ə k ⋉
p -> ʔ / ⋊ __ ə t e ɪ t o ʊ ⋉
t -> d / ⋊ p ə __ e ɪ t o ʊ ⋉
e -> i / ⋊ p ə t __ ɪ t o ʊ ⋉
t -> d / ⋊ p ə t e ɪ __ o ʊ ⋉
o -> ʊ / ⋊ p ə t e ɪ t __ ʊ ⋉
∅ -> ə / ⋊ __ s t ɔ ɹ ⋉
d -> t / ⋊ h ɛ __ ⋉
ɹ̩ -> ɹ / ⋊ f ɛ ð __ ⋉
æ -> a / ⋊ __ ŋ ɡ ə ɫ ⋉
ɹ -> j / ⋊ ɡ ɑ __ d ə n ⋉
d -> ∅ / ⋊ ɡ ɑ ɹ __ ə n ⋉
ɹ -> ∅ / ⋊ ɑ __ m i ⋉
æ -> a / ⋊ __ n t ⋉
ɹ -> ∅ / ⋊ ɑ __ t͡ʃ ⋉
a -> ɒ / ⋊ h __ ʊ s ⋉
t -> d / ⋊ b ɑ __ ə ɫ ⋉
o -> ʊ / ⋊ b __ ʊ n ⋉
æ -> a / ⋊ b ɹ __ n t͡ʃ ⋉
∅ -> ə / ⋊ __ s k ɪ n ⋉
ɫ -> j / ⋊ ə m b ɹ ɛ __ ə ⋉
ɡ -> k / ⋊ ɛ __ ⋉
ɹ -> ∅ / ⋊ b ɔ __ d ⋉
d -> t / ⋊ b ɔ ɹ __ ⋉
∅ -> ə / ⋊ __ s p u n ⋉
t -> ʔ / ⋊ __ u θ ⋉
t -> ʔ / ⋊ __ a ʊ n ⋉
a -> ɒ / ⋊ t __ ʊ n ⋉
p -> ʔ / ⋊ __ ɛ n s ə ɫ ⋉
t -> d / ⋊ b ə __ ə n ⋉
e -> i / ⋊ t ɹ __ ɪ ⋉
s -> ∅ / ⋊ m ə __ ə ɫ ⋉
t -> ʔ / ⋊ __ o ʊ ⋉
o -> ʊ / ⋊ t __ ʊ ⋉
t -> ʔ / ⋊ __ ɪ k ə t ⋉
k -> ɡ / ⋊ t ɪ __ ə t ⋉
e -> i / ⋊ t͡ʃ __ ɪ n ⋉
ɹ̩ -> ɹ / ⋊ ʃ __ t ⋉
ɹ̩ -> ɹ / ⋊ ɡ __ ɫ ⋉
p -> ʔ / ⋊ __ ɪ n ⋉
k -> ʔ / ⋊ __ ɹ̩ t ə n ⋉
ɹ̩ -> ɹ / ⋊ k __ t ə n ⋉
t -> d / ⋊ k ɹ̩ __ ə n ⋉
ɹ -> j / ⋊ ɔ __ ə n d͡ʒ ⋉
d͡ʒ -> t͡ʃ / ⋊ ɔ ɹ ə n __ ⋉
e -> i / ⋊ n __ ɪ ɫ ⋉
e -> i / ⋊ b __ ɪ b i ⋉
b -> β / ⋊ b e ɪ __ i ⋉
ɫ -> j / ⋊ a ɪ __ ə n d ⋉
d -> t / ⋊ a ɪ ɫ ə n __ ⋉
ɫ -> ∅ / ⋊ b ə __ b ⋉
b -> p / ⋊ b ə ɫ __ ⋉
k -> ʔ / ⋊ __ i ⋉
ɹ̩ -> ɹ / ⋊ t͡ʃ __ t͡ʃ ⋉
o -> ʊ / ⋊ b __ ʊ t ⋉
d -> z / ⋊ n i __ ə ɫ ⋉
ɹ̩ -> ɹ / ⋊ n __ v ⋉
v -> f / ⋊ n ɹ̩ __ ⋉
∅ -> ə / ⋊ __ s p ɹ ɪ ŋ ⋉
s -> ∅ / ⋊ ɹ i __ i t ⋉
d -> t / ⋊ θ ɹ ɛ __ ⋉
k -> ʔ / ⋊ __ ɑ ɹ d ⋉
ɹ -> ∅ / ⋊ k ɑ __ d ⋉
d -> t / ⋊ k ɑ ɹ __ ⋉
a -> ɒ / ⋊ k ɫ __ ʊ d ⋉
d -> t / ⋊ k ɫ a ʊ __ ⋉
p -> ʔ / ⋊ __ ɑ k ə t ⋉
k -> ɡ / ⋊ p ɑ __ ə t ⋉
æ -> a / ⋊ b __ θ ⋉
æ -> a / ⋊ h __ t ⋉
k -> ʔ / ⋊ __ æ ɹ ɪ d͡ʒ ⋉
æ -> a / ⋊ k __ ɹ ɪ d͡ʒ ⋉
ɹ -> j / ⋊ k æ __ ɪ d͡ʒ ⋉
d͡ʒ -> t͡ʃ / ⋊ k æ ɹ ɪ __ ⋉
e -> i / ⋊ b ɹ __ ɪ n ⋉
ɹ̩ -> ɹ / ⋊ w __ m ⋉
h -> ∅ / ⋊ __ w ɪ s ə ɫ ⋉
ɪ -> ɯ / ⋊ h w __ s ə ɫ ⋉
s -> ∅ / ⋊ h w ɪ __ ə ɫ ⋉
d -> t / ⋊ b ɛ __ ⋉
e -> i / ⋊ s __ ɪ ɫ ⋉
h -> ∅ / ⋊ __ w ɪ p ⋉
k -> ʔ / ⋊ __ ɑ ɫ ɹ̩ ⋉
ɫ -> j / ⋊ k ɑ __ ɹ̩ ⋉
ɹ̩ -> ɹ / ⋊ k ɑ ɫ __ ⋉
ɹ -> ∅ / ⋊ f ɔ __ k ⋉
e -> i / ⋊ f ɹ __ ɪ m ⋉
k -> ʔ / ⋊ __ ɛ t ə ɫ ⋉
t -> d / ⋊ k ɛ __ ə ɫ ⋉
∅ -> ə / ⋊ __ s t ɑ k ɪ ŋ ⋉
k -> ɡ / ⋊ s t ɑ __ ɪ ŋ ⋉
k -> ʔ / ⋊ __ æ m ɹ̩ ə ⋉
æ -> a / ⋊ k __ m ɹ̩ ə ⋉
ɹ̩ -> ɹ / ⋊ k æ m __ ə ⋉
a -> ɒ / ⋊ p ɫ __ ʊ ⋉
k -> ʔ / ⋊ __ o ʊ t ⋉
o -> ʊ / ⋊ k __ ʊ t ⋉
∅ -> ə / ⋊ __ s t ɑ ɹ ⋉
e -> i / ⋊ b ɹ __ ɪ k ⋉
æ -> a / ⋊ b __ ɡ ⋉
ɡ -> k / ⋊ b æ __ ⋉
k -> ʔ / ⋊ __ ɑ ɹ t ⋉
ɹ -> ∅ / ⋊ k ɑ __ t ⋉
a -> ɒ / ⋊ f __ ʊ ɫ ⋉
e -> i / ⋊ p ɫ __ ɪ n ⋉
p -> ʔ / ⋊ __ ɪ ɡ ⋉
ɡ -> k / ⋊ p ɪ __ ⋉
ɹ̩ -> ɹ / ⋊ s ɪ z __ z ⋉
z -> s / ⋊ s ɪ z ɹ̩ __ ⋉
ɹ -> j / ⋊ ɫ a ɪ b ɹ ɛ __ i ⋉
d͡ʒ -> t͡ʃ / ⋊ b ɹ ɪ __ ⋉
a -> ɒ / ⋊ m __ ʊ θ ⋉
æ -> a / ⋊ m __ t͡ʃ ⋉
æ -> a / ⋊ b __ s k ə t ⋉
e -> i / ⋊ d ɹ __ ɪ n ⋉
p -> ʔ / ⋊ __ ɛ n ⋉
e -> i / ⋊ p ɫ __ ɪ t ⋉
ɪ -> ʊ / ⋊ w a __ ɹ̩ ⋉
ɹ̩ -> ɹ / ⋊ w a ɪ __ ⋉
d -> t / ⋊ ɹ ɑ __ ⋉
∅ -> ə / ⋊ __ s t æ m p ⋉
æ -> a / ⋊ s t __ m p ⋉
æ -> a / ⋊ m __ p ⋉
e -> i / ⋊ t ɹ __ ɪ n ⋉
k -> ʔ / ⋊ __ ɔ ɹ d ⋉
ɹ -> ∅ / ⋊ k ɔ __ d ⋉
d -> t / ⋊ k ɔ ɹ __ ⋉
∅ -> ə / ⋊ __ s k w ɛ ɹ ⋉
k -> ʔ / ⋊ __ ʊ ʃ ə n ⋉
ʃ -> ∅ / ⋊ k ʊ __ ə n ⋉
k -> ʔ / ⋊ __ e ɪ k ⋉
e -> i / ⋊ k __ ɪ k ⋉
p -> ʔ / ⋊ __ a ɪ p ⋉
∅ -> ə / ⋊ __ s t ɹ i t ⋉
e -> i / ⋊ b __ ɪ s ə n ⋉
ɪ -> ɯ / ⋊ b e __ s ə n ⋉
s -> ∅ / ⋊ b e ɪ __ ə n ⋉
z -> s / ⋊ t͡ʃ i __ ⋉
∅ -> ə / ⋊ __ s t e ɪ ʃ ə n ⋉
e -> i / ⋊ s t __ ɪ ʃ ə n ⋉
ɪ -> ɯ / ⋊ s t e __ ʃ ə n ⋉
ʃ -> ∅ / ⋊ s t e ɪ __ ə n ⋉
e -> i / ⋊ s n __ ɪ k ⋉
k -> ʔ / ⋊ __ ə p ⋉
